artist,title,popularity,key
Louis Armstrong,Hello Dolly (live),1228,C Major
Beck,Chemtrails,1228,C Major
Evanescence,Goodnight,1226,C Major
DeBarge,Time Will Reveal,1226,C Major
Monique Abbadie,Loca,1226,C Major
Backstreet Boys,Shining Star,1225,C Major
Billy Squier,My Kinda Lover,1225,C Major
Bryan Adams,Straight From The Heart,1225,C Major
Toad the Wet Sprocket,All I Want,1225,C Major
Talking Heads,Psycho Killer,1224,C Major
Evanescence,Before the Dawn,1223,C Major
Bryan Adams,Somebody,1223,C Major
Pearl Jam,Thumbing My Way,1223,C Major
Electric Guest,This Head I Hold,1222,C Major
Big Sean,Dance (A$$),1222,C Major
Pop Evil,Torn to Pieces,1220,C Major
Agnostic Front,Crucified,1220,C Major
Prince,Sexy M.F.,1218,C Major
Bad Meets Evil,Lighters,1218,C Major
Switchfoot,This Is Home,1216,C Major
Frank Reyes,Voy a Dejarte de Amar,1216,C Major
America,I Need You,1215,C Major
Andy Gibb,(Our Love) Don't Throw It All Away,1214,C Major
Chris Tomlin,Whom Shall I Fear (God of Angel Armies),1214,C Major
Beck,Heart Is a Drum,1213,C Major
Ozzy Osbourne,Close My Eyes Forever,1211,C Major
Dave Matthews Band,Crush,1210,C Major
Waka Flocka Flame,O Lets Do It,1210,C Major
Eiffel 65,Just One Night and Maybe Good Bye (album mix),1210,C Major
Electric Light Orchestra,Confusion,1207,C Major
ZAYN,I Don’t Wanna Live Forever,1207,C Major
The Bouncing Souls,Sing Along Forever,1206,C Major
Backstreet Boys,Panic,1205,C Major
Angels & Airwaves,Distraction,1204,C Major
Sara Bareilles,Bottle It Up,1203,C Major
Wiz Khalifa,Black & Yellow,1201,C Major
The Moody Blues,For My Lady,1201,C Major
Roger Waters,"The Pros and Cons of Hitch Hiking, Part 11 (A.K.A. 5:06 AM: Every Stranger's Eyes)",1200,C Major
Lou Reed,Walk on the Wild Side,1197,C Major
Backstreet Boys,No One Else Comes Close,1197,C Major
Lady Gaga,Til It Happens to You,1195,C Major
Ryan Adams,Call Me on Your Way Back Home,1195,C Major
Tool,"10,000 Days (Wings, Part 2)",1195,C Major
Donna Lewis,I Love Always Forever,1191,C Major
Asia,Judas,1190,C Major
Johann Sebastian Bach,Prelude And Fugue In A Minor BWV.559,1188,C Major
Dispatch,Two Coins,1185,C Major
Nick Lachey,What's Left of Me,1184,C Major
Dream Theater,A Rite of Passage,1183,C Major
Lady Gaga,Bad Romance (radio edit),1182,C Major
The Band,The Night They Drove Old Dixie Down,1180,C Major
City and Colour,Body in a Box,1178,C Major
Device,Vilify,1177,C Major
Lou Rawls,Lady Love,1176,C Major
Michelle Chamuel,I Kissed a Girl,1175,C Major
No Motiv,Independence Day,1175,C Major
*NSYNC,Girlfriend,1174,C Major
Douwe Bob,Blind Man's Bluff,1172,C Major
Mayday Parade,The Torment of Existence Weighed Against the Horror of Nonbeing,1170,C Major
Sarah McLachlan,World on Fire,1170,C Major
David Bowie,Changes,1170,C Major
Klaxons,Atlantis to Interzone,1169,C Major
The Band Perry,Better Dig Two,1168,C Major
Johann Sebastian Bach,Prelude and Fugue in C Major,1168,C Major
Jesper Kyd,Florence Tarantella,1167,C Major
Yngwie J. Malmsteen’s Rising Force,Black Star,1167,C Major
Reel Big Fish,She Has a Girlfriend Now,1166,C Major
Eric Paslay,Friday Night,1165,C Major
Black Label Society,Angel of Mercy,1164,C Major
Brad Paisley,Turf's Up,1162,C Major
Megadeth,Public Enemy No. 1,1160,C Major
Sleeping at Last,Next to Me,1159,C Major
Seether,FMLYHM,1159,C Major
INXS,Never Tear Us Apart,1157,C Major
Linkin Park,I'LL BE GONE (Vice Remix) [feat. Pusha T],1156,C Major
Aaron Waters,Power Rangers,1156,C Major
Israel Kamakawiwoʻole,Somewhere Over the Rainbow,1155,C Major
Chris Brown,Back to Sleep (REMIX),1154,C Major
The Allman Brothers Band,Whipping Post,1153,C Major
John Mellencamp,This Time,1152,C Major
Flo Rida,Hello Friday,1148,C Major
Miley Cyrus,See You Again,1148,C Major
Mariah Carey,Sent From Up Above,1146,C Major
Hellyeah,Hush,1143,C Major
Shania Twain,Up!,1143,C Major
Rush,The Larger Bowl (A Pantoum),1143,C Major
Andrew W.K.,Your Rules,1142,C Major
Godsmack,Love-Hate-Sex-Pain,1141,C Major
Boston,A Man I'll Never Be,1140,C Major
Big Joe Turner,Bump Miss Suzie,1140,C Major
Bush,The People That We Love,1140,C Major
Korn,Oildale (Leave Me Alone),1140,C Major
Trophy Scars,"Time in Heaven, Forever in Hell",1139,C Major
Niccolò Paganini,24 Caprices Op. 1: No. 11 in C major,1139,C Major
Otis Rush,I Got the Blues,1139,C Major
The Firm,Satisfaction Guaranteed,1138,C Major
Mariah Carey,You Need Me,1138,C Major
Dropkick Murphys,Which Side Are You On?,1138,C Major
DVDA,Shpadoinkle,1138,C Major
Neil Young,Words (Between the Lines of Age) (5.1 mix),1137,C Major
Andrew W.K.,Long Live the Party,1136,C Major
Flyleaf,Cassie,1136,C Major
Daft Punk,The Game Has Changed,1135,C Major
Titus Andronicus,A More Perfect Union,1135,C Major
Foo Fighters,Big Me,1134,C Major
Bright Eyes,Let's Not Shit Ourselves (To Love and to Be Loved),1134,C Major
Velvet Revolver,Don't Drop That Dime,1133,C Major
Margo Rey,This Holiday Night,1128,C Major
Noah and the Whale,Life Is Life (Yuksek remix),1127,C Major
Bonnie Pointer,Heaven Must Have Sent You,1126,C Major
The Firm,Radioactive,1122,C Major
Mariah Carey,X-Girlfriend,1122,C Major
Bloc Party,The Prayer,1122,C Major
Dio,Rainbow in the Dark,1121,C Major
Doris Day,Here Comes Santa Claus,1121,C Major
Justin Bieber,Baby (acoustic),1118,C Major
Justin Bieber,Baby (acoustic),1118,C Major
Daft Punk,Rinzler,1114,C Major
Seether,Fade Away,1112,C Major
Firefall,Just Remember I Love You,1111,C Major
Perry Como,Home For The Holidays,1110,C Major
Asia,Don't Cry,1109,C Major
Robert Plant,Big Log,1109,C Major
Van Halen,And the Cradle Will Rock…,1105,C Major
Green River Ordinance,Tightrope,1104,C Major
Foo Fighters,Still,1102,C Major
Tool,"Wings for Marie, Part 1",1102,C Major
Bad Company,Rock Steady,1102,C Major
KK,Meri Maa (version 1),1101,C Major
Kings of Convenience,Cayman Islands,1100,C Major
Niccolò Paganini,24 Caprices Op. 1: No. 18 in C major,1100,C Major
"Peter, Paul & Mary",Gone the Rainbow,1099,C Major
Andrew W.K.,One Brother,1099,C Major
Benn Jordan,Looking Upwards,1098,C Major
Westlife,Have You Ever Been in Love,1093,C Major
David Crowder Band,Sometimes,1092,C Major
Fleetwood Mac,Monday Morning,1091,C Major
Mike Jones,Mr. Jones,1091,C Major
Goo Goo Dolls,You Never Know,1090,C Major
Susan Tedeschi,Just Won't Burn,1089,C Major
Maddie & Tae,After the Storm Blows Through,1088,C Major
Evanescence,Farther Away (Live),1087,C Major
The All‐American Rejects,It Ends Tonight,1086,C Major
The Moody Blues,Watching and Waiting,1084,C Major
Niccolò Paganini,24 Caprices Op. 1: No. 24 in A minor,1081,C Major
David Butterbaugh,Blessed Be the Lord God Almighty,1080,C Major
Toby Keith,Weed With Willie (live),1080,C Major
Oasis,Acquiesce,1078,C Major
Kelly Rowland,Motivation,1077,C Major
Eagles,The Long Run,1077,C Major
Andrew W.K.,Victory Strikes Again,1076,C Major
Blessthefall,Guys Like You Make Us Look Bad,1076,C Major
Santana,Maria Maria,1076,C Major
The Allman Brothers Band,Please Call Home (live),1075,C Major
Grateful Dead,West L.A. Fadeaway,1075,C Major
Michael Learns to Rock,Blue Night,1072,C Major
Rascal Flatts,Skin (Sarabeth),1071,C Major
Trophy Scars,Sad Stanley,1069,C Major
"Crosby, Stills, Nash & Young",Love the One You're With,1068,C Major
Foo Fighters,Outside,1068,C Major
Silverchair,Reflections of a Sound,1066,C Major
Tool,Lost Keys (Blame Hofmann),1062,C Major
Skybombers,It Goes Off,1061,C Major
The Last Shadow Puppets,Standing Next to Me (acoustic),1059,C Major
U2,Happiness Is a Warm Gun (The Gun mix),1059,C Major
Judas Priest,Freewheel Burning,1058,C Major
Alice Cooper,I Am the Future,1056,C Major
Seether,Love Her,1056,C Major
Lady Gaga,Highway Unicorn (Road to Love),1056,C Major
Andy Williams,Happy Holidays,1055,C Major
2 Chainz,I’m Different,1052,C Major
Dave Douglas,Just Say This,1052,C Major
Atlanta Rhythm Section,Imaginary Lover,1052,C Major
OK Go,Don’t Ask Me,1051,C Major
Neil Diamond,Stones,1049,C Major
Bea Miller,I Dare You,1048,C Major
Roky Erickson,I Walked With a Zombie,1047,C Major
Unspoken,Call It Grace,1045,C Major
Katy Perry,Chained to the Rhythm,1044,C Major
Switchfoot,Happy Is a Yuppie Word,1044,C Major
Yes,"Fly From Here, Part I: We Can Fly",1044,C Major
Shawty Lo,Foolish,1044,C Major
Niccolò Paganini,24 Caprices Op. 1: No. 7 in A minor,1043,C Major
The Decemberists,Yankee Bayonet (I Will Be Home Then),1040,C Major
Black Sabbath,Sweet Leaf,1038,C Major
Oasis,My Big Mouth,1037,C Major
David Bowie,Modern Love,1035,C Major
The Last Shadow Puppets,Standing Next to Me,1034,C Major
Flogging Molly,From the Back of a Broken Dream,1031,C Major
Jana Kramer,I Got The Boy,1031,C Major
NOFX,Leaving Jesusland,1030,C Major
Lou Reed,The View,1028,C Major
Paramore,Misguided Ghosts,1027,C Major
Bromheads Jacket,Fight Music for the Fight,1026,C Major
Andrew W.K.,We're Not Gunna Get Old,1025,C Major
David Bowie,Suffragette City,1023,C Major
Vince Guaraldi,Skating,1022,C Major
Blue Rodeo,5 Days in May,1021,C Major
Vlks,Cold Trains,1018,C Major
Lily Allen,Alfie,1017,C Major
Juice WRLD,Make Believe,1017,C Major
John Lennon,How Do You Sleep?,1016,C Major
Randy Brecker,Shanghigh,1016,C Major
Maroon 5,Girls Like You,1015,C Major
Niccolò Paganini,24 Caprices Op. 1: No. 5 in A minor,1015,C Major
Tool,Intension,1013,C Major
Steve Miller Band,Living in the U.S.A.,1013,C Major
Boston,Livin' for You,1012,C Major
Matchbox Twenty,How Far We’ve Come,1012,C Major
Blanca,Who I Am,1011,C Major
Pearl Jam,Severed Hand,1008,C Major
Asia,Never Again,1008,C Major
Band of Skulls,You’re Not Pretty but You Got It Goin’ On,1007,C Major
The Moody Blues,"Dr. Livingstone, I Presume",1006,C Major
The Moody Blues,Floating,1006,C Major
Steve Miller Band,Blue Odyssey,1004,C Major
War,Spill the Wine,1001,C Major
World Party,Curse of the Mummy's Tomb,999,C Major
+44,When Your Heart Stops Beating,999,C Major
Everclear,Volvo Driving Soccer Mom,996,C Major
Lostprophets,"Burn, Burn",994,C Major
Black Lips,Bad Kids,994,C Major
+44,Lycanthrope,993,C Major
Steve Miller Band,The Window,991,C Major
Lady Gaga,Million Reasons,988,C Major
Hillsong Live,This is How We Overcome,987,C Major
Lionel Hampton,On the Sunny Side of the Street,986,C Major
The Firm,All the King's Horses,985,C Major
Audio Adrenaline,Kings & Queens,984,C Major
Aerosmith,Dude (Looks Like a Lady),981,C Major
Randy Brecker,Foregone Conclusion,977,C Major
Tool,Pushit,977,C Major
The J. Geils Band,Musta Got Lost,975,C Major
Led Zeppelin,Since I’ve Been Loving You (live),970,C Major
Green River,Ain't Nothing to Do,968,C Major
Arlo Guthrie,Now and Then,965,C Major
Adam and The Ants,Stand & Deliver,961,C Major
Chingy,I Do,959,C Major
Randy Brecker,Hula Dula,958,C Major
Vlks,Pilates,958,C Major
Seether,Dead Seeds,957,C Major
k.d. lang,Hain’t It Funny?,956,C Major
The Rolling Stones,You Can't Always Get What You Want,955,C Major
K’naan,Wavin' Flag,954,C Major
Jack Johnson,"Sitting, Waiting, Wishing",953,C Major
Eric Clapton,Magnolia,953,C Major
Toby Keith,Does That Blue Moon Ever Shine on You,953,C Major
Pop Evil,Ways to Get High,952,C Major
Yo‐Yo Ma,Five Tango Sensations for bandoneón & string quartet (abridgement and arrangement of Sette sequenze): Fear Tango,949,C Major
Yvonne Elliman,If I Can’t Have You,948,C Major
Asia,Ghost of a Chance,948,C Major
Dave Douglas,Seventeen,947,C Major
Depeche Mode,Everything Counts,946,C Major
Dave Matthews Band,Everyday,944,C Major
Goo Goo Dolls,Nothing Is Real,943,C Major
Steve Miller Band,Serenade,943,C Major
Fuel,Quarter,942,C Major
Hear ’n Aid,Stars,941,C Major
Insane Clown Posse,Juggalo Island,941,C Major
The Rolling Stones,Shine a Light,940,C Major
brokeNCYDE,Get Crunk,935,C Major
Brett Eldredge,"Baby, It’s Cold Outside",932,C Major
Red Hot Chili Peppers,Pretty Little Ditty,931,C Major
Sum 41,32 Ways to Die,928,C Major
Paul McCartney,Silly Love Songs,928,C Major
Gary Glitter,"When I'm On, I'm On",925,C Major
Trey Songz,Na Na,923,C Major
Third Eye Blind,Jumper,922,C Major
Radiohead,Fog,921,C Major
Kraftwerk,The Model,920,C Major
Juice WRLD,Maze,918,C Major
Bloc Party,"Prayer (Does It Offend You, Yeah? remix)",915,C Major
Blind Faith,Presence of the Lord,914,C Major
Blue October,I Hope You’re Happy,911,C Major
Nine Inch Nails,The Hand That Feeds,909,C Major
brokeNCYDE,Sex Toys,907,C Major
Bruce Springsteen,Growin’ Up,907,C Major
Forever Jones,He Wants It All,905,C Major
Cardi B,Bodak Yellow (Money Moves),904,C Major
Steve Miller Band,Space Intro,903,C Major
Earl Wild,"Piano Concerto in A minor, op. 16: I. Allegro molto moderato",902,C Major
Vineyard Music,Hungry (Falling on My Knees),901,C Major
A Perfect Circle,By and Down,899,C Major
Taylor Swift,Look What You Made Me Do,899,C Major
Rick James,Super Freak,898,C Major
X,Delta 88,897,C Major
Train,When I Look to the Sky,896,C Major
Tom Petty and the Heartbreakers,Rebels,896,C Major
Lady Sovereign,Blah Blah,894,C Major
Soulja Boy Tell ’Em,What's Hannenin',891,C Major
Blind Faith,Do What You Like,890,C Major
Fall Out Boy,"Champagne for My Real Friends, Real Pain for My Sham Friends",890,C Major
Nina Simone,Black Is the Color of My True Love’s Hair,890,C Major
Dropkick Murphys,Good Rats,889,C Major
Vlks,Clutter,888,C Major
Animals,House of the Rising Sun,887,C Major
Kendrick Lamar,LOYALTY.,886,C Major
Cheap Trick,The Ballad of T.V. Violence (I’m Not the Only Boy),881,C Major
Fall Out Boy,I’ve Got a Dark Alley and a Bad Idea That Says You Should Shut Your Mouth (Summer Song),880,C Major
3 Doors Down,In the Dark,879,C Major
Brigadier Ambrose,"Mrs Peel, We're Needed",872,C Major
Shadowfax,What Goes Around,870,C Major
Lindsey Stirling,V‐Pop,868,C Major
Artie Shaw,Summit Ridge Drive,868,C Major
Buffalo Springfield,On the Way Home,864,C Major
The Doobie Brothers,Takin’ It to the Streets,860,C Major
K-A-T-A,Fires in the Night (vocal version),857,C Major
Georges Bizet,Carmen Suite #1: Toreador March,855,C Major
The Band,Ophelia,851,C Major
Alessia Cara,Scars to Your Beautiful,848,C Major
Joe Walsh,Life’s Been Good,847,C Major
Jaci Velásquez,Adore,845,C Major
Paul Jacobs,"Preludes for Piano, Book I: VI. Des pas sur la neige",844,C Major
Hootie & the Blowfish,Go and Tell Him (Soup Song),844,C Major
Robbie Nevil,C’est La Vie,844,C Major
Royal Philharmonic Orchestra,"Piano Concerto in A minor, op. 16: Allegro molto moderato",843,C Major
XXXTENTACION,Moonlight,843,C Major
Rufus Wainwright,Hallelujah,841,C Major
Night Ranger,Sister Christian,841,C Major
Salt‐N‐Pepa,Tramp,840,C Major
Minutemen,It’s Expected I’m Gone,838,C Major
郎朗,"Piano Sonata No. 10 in C major, K. 330: III. Allegretto",837,C Major
Norah Jones,Come Away With Me,837,C Major
Dropkick Murphys,Caught in a Jar,836,C Major
The Moody Blues,Blue World,836,C Major
TV on the Radio,Golden Age,832,C Major
Artie Shaw,The Sad Sack,829,C Major
Andrew Litton,"Symphony no. 3 in A minor, op. 44: I. Lento - Allegro moderato - Allegro",821,C Major
Beyoncé,XO,821,C Major
Jerry Lee Lewis,Don’t Be Ashamed of Your Age,821,C Major
Eminem,Ass Like That,820,C Major
Grandmaster Flash & The Furious Five,Scorpio,819,C Major
Counting Crows,Mr. Jones,819,C Major
Dolly Parton,Jolene,815,C Major
Jerry Lee Lewis,Travelin’ Band,814,C Major
ATC,Around the World (La La La La La),812,C Major
Tool,The Patient,811,C Major
Barenaked Ladies,Pinch Me,811,C Major
B2K,Santa Claus Is Coming to Town,809,C Major
U2,The Sweetest Thing,808,C Major
Salt‐N‐Pepa,My Mic Sounds Nice,805,C Major
Young Jeezy,Put On,805,C Major
Dokken,Dream Warriors,803,C Major
郎朗,"Piano Sonata no. 10 in C major, K. 330: I. Allegro moderato",802,C Major
Vince Guaraldi Trio,Skating,802,C Major
Coldplay,Princess of China,799,C Major
Talking Heads,Life During Wartime,795,C Major
k.d. lang,The Consequences of Falling,795,C Major
Kaiser Chiefs,Boxing Champ,794,C Major
Bon Jovi,Runaway,793,C Major
Boston,A Man I’ll Never Be,793,C Major
郎朗,"Piano Sonata no. 10 in C major, K. 300h-330: II. Andante cantabile",793,C Major
Dropkick Murphys,Barroom Hero,792,C Major
Basement Jaxx,Where’s Your Head At?,792,C Major
Heart,Crazy on You,791,C Major
The Allman Brothers Band,In Memory of Elizabeth Reed (live),791,C Major
Felix Mendelssohn,Wedding March,788,C Major
Santana,Put Your Lights On,785,C Major
Hootie & the Blowfish,Woody,783,C Major
U2,Get on Your Boots,782,C Major
Paul Anka,Put Your Head on My Shoulder,781,C Major
Evanescence,The Last Song I’m Wasting on You,781,C Major
Sting,Dead Man’s Rope,779,C Major
The Heads,Damage I’ve Done,778,C Major
Foreigner,Waiting for a Girl Like You (live),778,C Major
Hans Zimmer,S.T.A.Y. (Interstellar),774,C Major
The Donnas,Who Invited You,773,C Major
Metallica,Metal Militia,772,C Major
Lynyrd Skynyrd,I Ain’t The One,770,C Major
Soulja Boy Tell ’Em,Donk,769,C Major
Ella Fitzgerald,Angel Eyes,767,C Major
Cage the Elephant,Take It or Leave It,766,C Major
Niall Horan,Slow Hands,766,C Major
The Offspring,The Kids Aren't Alright (live),765,C Major
Bruce Springsteen,Livin’ in the Future,765,C Major
Steely Dan,Deacon Blues,764,C Major
Pearl Jam,Off He Goes,762,C Major
Norman Brown,Lydian,760,C Major
Ralph River Band,Strange Vibration (12″ version),757,C Major
The Police,Wrapped Around Your Finger,757,C Major
Elvis Presley,(Now and Then There's) A Fool Such as I,757,C Major
Santana,Into the Night,755,C Major
Wings,Uncle Albert - Admiral Halsey,755,C Major
Journey,Still They Ride,754,C Major
Olivia Newton‐John,Smile for Me,753,C Major
Arctic Monkeys,Teddy Picker,753,C Major
Black Veil Brides,Goodbye Agony,752,C Major
Phil Collins,Sussudio,752,C Major
Matt & Kim,It’s Alright,750,C Major
Death Cab for Cutie,Bixby Canyon Bridge,749,C Major
Soul Asylum,Runaway Train,746,C Major
Taylor Swift,Gorgeous,746,C Major
Everclear,Everything to Everyone,745,C Major
Linkin Park,Good Goodbye,743,C Major
Eagles of Death Metal,Got a Woman,741,C Major
Stone Temple Pilots,Heaven & Hot Rods,740,C Major
Red Hot Chili Peppers,Me and My Friends,740,C Major
Yes,Something’s Coming (BBC radio session),740,C Major
After the Fire,Der Kommissar,739,C Major
Cher,Song for the Lonely,739,C Major
The Clash,Death or Glory,736,C Major
Queensrÿche,Take Hold of the Flame,735,C Major
Akon,"Sorry, Blame It on Me",735,C Major
Megadeth,Washington Is Next!,734,C Major
Kid ’n Play,Do This My Way (instrumental),734,C Major
Shinedown,GET UP,734,C Major
Seal,Fly Like an Eagle,732,C Major
James Taylor,Something in the Way She Moves,731,C Major
Ill Niño,2012,730,C Major
Haircut One Hundred,Love Plus One,730,C Major
The Doobie Brothers,Talkin’ It to the Streets,728,C Major
The Cars,Since You’re Gone,727,C Major
Rush,Distant Early Warning (live),724,C Major
Dean Martin,"Baby, It's Cold Outside",724,C Major
Lifehouse,Broken,723,C Major
Clean Bandit,Rockabye,721,C Major
Hole,Doll Parts,719,C Major
Rick Derringer,"Rock and Roll, Hoochie Koo",719,C Major
Kid ’n Play,Do This My Way,719,C Major
Weezer,Knock-Down Drag-Out,719,C Major
Philip Glass,Mad Rush,718,C Major
Christina Aguilera,What a Girl Wants,714,C Major
La Mafia,Llora conmigo,713,C Major
Nancy Wilson,Elevator Beat,713,C Major
P Heaven,Trip In,713,C Major
I Prevail,Breaking Down,712,C Major
The Black Keys,Your Touch,710,C Major
Jet,Look What You've Done,709,C Major
Michael Bublé,Holly Jolly Christmas,708,C Major
The Who,1921,708,C Major
Gary Burton,I’m Your Pal,707,C Major
Kaiser Chiefs,Learnt My Lesson Well,707,C Major
Dio,The Last in Line,706,C Major
Death Grips,Hustle Bones,706,C Major
